agegroup	male	ethnicity	var	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
2	1	3	"asthmacat_3"	.0105263	.0136911	0	.0113529	.0092272	.0151007	.0116989	.0116732	.0094563	.0650406
2	1	3	"cancer_exhaem_cat_2"	.0004211	.0005476	0	.0009461	0	.0025168	0	.0003243	0	0
2	1	3	"cancer_exhaem_cat_3"	.0004211	.0005476	.0050378	.0014191	.0034602	.0025168	.0015259	.0016213	.001182	0
2	1	3	"cancer_exhaem_cat_4"	.0016842	.0043812	0	.0018921	.0023068	.0033557	.0010173	.002594	.0018913	0
2	1	3	"cancer_haem_cat_2"	0	0	0	.000473	0	0	.0005086	0	.0002364	0
2	1	3	"cancer_haem_cat_3"	0	.0002738	0	.000473	.0011534	.0008389	.0015259	.001297	.0009456	0
2	1	3	"cancer_haem_cat_4"	.0016842	.0021906	0	.0033113	.0023068	.0016779	.0015259	.001297	.0004728	0
2	1	3	"chronic_cardiac_disease"	.0349474	.016977	.0277078	.0160833	.0265283	.0545302	.0183113	.0437743	.0200946	.0325203
2	1	3	"chronic_liver_disease"	.0075789	.0090361	.0100756	.0042573	.005767	.0075503	.0066124	.0081064	.0054374	.0406504
2	1	3	"chronic_respiratory_disease"	.008	.0079409	.0151134	.0028382	.0103806	.0125839	.0010173	.0188067	.0085106	.0243902
2	1	3	"diabcat_2"	.1056842	.0733844	.093199	.0917692	.083045	.1015101	.0757884	.0992218	.0832151	.3170732
2	1	3	"diabcat_3"	.0741053	.0440854	.0352645	.0421003	.0553633	.0620805	.0406918	.0836576	.0385343	.1056911
2	1	3	"diabcat_4"	.0269474	.0202629	.0151134	.0316935	.0196078	.0209732	.017294	.0282101	.021513	.0894309
2	1	3	"htdiag_or_highbp"	.7317895	0	.2544081	.2464522	.2514417	.2760067	.2299084	.5142672	0	0
2	1	3	"imd_2"	0	0	.5239295	0	0	0	1	0	0	0
2	1	3	"imd_3"	0	0	0	.999054	.7381776	.6963087	0	0	0	0
2	1	3	"imd_4"	.6383158	0	0	0	0	0	0	0	1	0
2	1	3	"imd_5"	0	.9997262	0	0	0	0	0	1	0	0
2	1	3	"obese4cat_2"	.1406316	.1191128	.1410579	.1106906	.1280277	.1484899	.1164802	.1712062	.1158392	.3821138
2	1	3	"obese4cat_3"	.0458947	.0301205	.0377834	.025544	.0219146	.022651	.0193286	.0437743	.0141844	.0162602
2	1	3	"obese4cat_4"	.0218947	.0060241	.0075567	.0070956	.0069204	.0142617	.0076297	.0152399	.0049645	.0162602
2	1	3	"organ_transplant"	.0025263	.0005476	.0050378	.0014191	.0011534	.0025168	.0025432	.0032425	.0009456	0
2	1	3	"other_immunosuppression"	.0058947	.004655	.0075567	.0070956	.0103806	.0092282	.0106816	.0074578	.0061466	.0894309
2	1	3	"other_neuro"	.0016842	.0032859	.0025189	.0033113	.0069204	.0025168	.0040692	.0032425	.0037825	.0243902
2	1	3	"ra_sle_psoriasis"	.0244211	.026287	.1007557	.025071	.0334487	.0411074	.0300102	.0366407	.0283688	.0406504
2	1	3	"reduced_kidney_function_cat_2"	.0088421	.003012	.0050378	.0037843	.0034602	.0058725	.0076297	.0077821	.0018913	.0162602
2	1	3	"reduced_kidney_function_cat_3"	.0042105	0	0	.0018921	0	.0025168	.0010173	.0029183	0	.0081301
2	1	3	"smoke_nomiss_2"	.1595789	.2946331	.3627204	0	0	.9966443	.2512716	.1238651	.1981087	0
2	1	3	"smoke_nomiss_3"	.1174737	0	.0780856	0	1	0	.1485249	.6034371	.2070922	0
2	1	3	"spleen"	.0004211	.0002738	.0050378	0	.0023068	.0025168	.0020346	.0016213	.001182	0
2	1	3	"stroke_dementia"	.0067368	.0019168	.0075567	.0028382	.0046136	.0058725	.0025432	.0077821	.0049645	.0162602
2	0	4	"N"	.1794	.1058	.14275	.1986	.0456	.0774	.04325	.09155	.0188	.09685
2	0	4	"asthmacat_2"	0	.1034972	.0970228	.0891239	.0614035	.0975452	.4728324	.1043146	.1329787	.0872483
2	0	4	"asthmacat_3"	.009476	.0122873	.0119089	.0100705	.0087719	.0219638	.0046243	.0158383	.037234	.0144553
2	0	4	"cancer_exhaem_cat_2"	.0013935	.0004726	.0024518	.0035247	.004386	.002584	0	.003823	.0026596	.002065
2	0	4	"cancer_exhaem_cat_3"	.0039019	.0061437	.0045534	.005287	.0054825	.0077519	.0034682	.0070999	.0053191	.0082602
2	0	4	"cancer_exhaem_cat_4"	.0039019	.0061437	.0056042	.0045317	.0076754	.005814	.0034682	.0060076	.0212766	.0072277
2	0	4	"cancer_haem_cat_2"	.0002787	0	.0003503	.0002518	0	0	0	0	.0026596	0
2	0	4	"cancer_haem_cat_3"	.0002787	.0009452	.0007005	.0002518	.0010965	.000646	0	0	.0026596	0
2	0	4	"cancer_haem_cat_4"	.0008361	.0004726	.0017513	.0022659	.0054825	.00323	.0011561	.0021846	0	.0010325
2	0	4	"chronic_cardiac_disease"	.0050167	.0085066	.006655	.0093152	.0087719	.0232558	.0104046	.0283998	.0132979	.0072277
2	0	4	"chronic_liver_disease"	.0069677	.0113422	.0087566	.0070493	.0197368	.0116279	.0138728	.0081922	.0026596	.0036138
2	0	4	"chronic_respiratory_disease"	.0044593	.0037807	.006655	.0073011	.0054825	.0096899	.0150289	.0092845	.0132979	.0041301
2	0	4	"diabcat_2"	0	.0344991	.061296	.0697382	.0076754	.0981912	0	.1032223	.9734042	.0351058
2	0	4	"diabcat_3"	.011427	.0245747	.0164623	.0173716	.0142544	.0361757	.0254335	.0404151	0	.009809
2	0	4	"diabcat_4"	.0108696	.0226843	.0136602	.0193857	.0186404	.0239018	.0265896	.0229383	0	.0123903
2	0	4	"htdiag_or_highbp"	0	0	.2157618	.2615811	.0964912	.99677	0	.9874386	0	.20857
2	0	4	"imd_2"	0	0	0	0	.1546053	.0975452	0	0	.0585106	.9401136
2	0	4	"imd_3"	0	0	1	0	0	.130491	0	0	0	0
2	0	4	"imd_4"	0	.3908318	0	1	0	.2790698	0	0	0	0
2	0	4	"imd_5"	.8536789	.5203214	0	0	.6907895	.4179586	.8242775	.8421627	.8430851	0
2	0	4	"obese4cat_2"	0	1	.1642732	0	.2225877	.99677	0	0	.3005319	.1244192
2	0	4	"obese4cat_3"	0	0	.1061296	.137714	.0910088	0	.5815029	.2288367	.1941489	.0986061
2	0	4	"obese4cat_4"	.048495	0	.0528897	.0717523	.0471491	0	.0358381	.1676679	.0957447	.0474961
2	0	4	"organ_transplant"	.0008361	.0004726	.0010508	.0012588	.0010965	.003876	.0011561	.0021846	0	.0010325
2	0	4	"other_immunosuppression"	0	.0354442	.089317	.0908862	.997807	.1111111	.0092486	.0518842	.0664894	.0268456
2	0	4	"other_neuro"	.0030658	.0042533	.0049037	.0040282	.002193	.001938	.0023121	.0081922	0	.0061951
2	0	4	"ra_sle_psoriasis"	.016165	.0189036	.0220666	.0196375	.0120614	.0167959	.0450867	.0278536	.0212766	.0237481
2	0	4	"reduced_kidney_function_cat_2"	.0064103	.0051985	.0126095	.0125881	.0098684	.0239018	.0057803	.0169306	.0053191	.0087765
2	0	4	"reduced_kidney_function_cat_3"	0	0	.0007005	.0027694	0	.002584	.0023121	.0081922	0	.0005163
2	0	4	"smoke_nomiss_2"	.09699	.1115312	.1492119	.1359517	.0822368	.131137	.1653179	.1447297	.1170213	.2116675
2	0	4	"smoke_nomiss_3"	.0816611	.055293	.0672504	.0740181	.0219298	.0503876	.0913295	.0824686	.0744681	.0583376
2	0	4	"spleen"	.0058528	.0028355	.0063047	.0062941	.0032895	.005814	.0023121	.0043692	.0026596	.0051626
2	0	4	"stroke_dementia"	.0030658	.0028355	.0045534	.0047835	.0065789	.0083979	.0023121	.0136537	.0053191	.0051626
2	1	4	"N"	.1283	.0293	.0979	.0938	.1703	.0571	.07885	.08625	.063	.1952
2	1	4	"asthmacat_2"	.0514419	.1313993	.0888662	.0959488	.0481503	.1103327	.0634115	.0863768	.0896825	.0691598
2	1	4	"asthmacat_3"	.0031177	.0068259	.0081716	.0079957	.0038168	.0078809	.0050729	.0052174	.0134921	.005123
2	1	4	"cancer_exhaem_cat_2"	0	.003413	.0010215	0	.0005872	.0017513	.0025365	0	.0007937	.0002561
2	1	4	"cancer_exhaem_cat_3"	.002728	0	.0005107	.0031983	.0017616	.0017513	.0025365	.0023188	.002381	.0030738
2	1	4	"cancer_exhaem_cat_4"	.0023383	.0102389	.0020429	.0026652	.001468	.0017513	.0025365	.0011594	.002381	.001793
2	1	4	"cancer_haem_cat_2"	0	0	0	.0010661	.0002936	0	.0006341	0	0	.0002561
2	1	4	"cancer_haem_cat_3"	.0003897	.0017065	.0015322	.0010661	.001468	0	.0012682	.0005797	0	.0005123
2	1	4	"cancer_haem_cat_4"	.0003897	.0017065	.0005107	.0010661	.0005872	0	.0012682	.0011594	.0015873	.0007684
2	1	4	"chronic_cardiac_disease"	.0062354	.0238908	.0194076	.0191898	.0049912	.0210158	.0285352	.0110145	.018254	.0128074
2	1	4	"chronic_liver_disease"	.0070148	.0085324	.0158325	.0170576	.0164416	.0070053	.0177552	.0057971	.0095238	.0092213
2	1	4	"chronic_respiratory_disease"	.0031177	.0017065	.0107252	.011194	.0064592	.0113835	.005707	.0075362	.0142857	.0058914
2	1	4	"diabcat_2"	.022993	.0716724	.0495403	.0740938	.0378743	.1287215	.0856056	.0452174	.0825397	.0584016
2	1	4	"diabcat_3"	.0124708	.0546075	.0245148	.0474414	.023488	.0455341	.0361446	.0226087	.0333333	.0286885
2	1	4	"diabcat_4"	.0132502	.0221843	.0153218	.0223881	.011744	.0394046	.0228282	.013913	.0238095	.0161373
2	1	4	"htdiag_or_highbp"	0	.4129693	.2543412	.2921109	0	.790718	.9980977	.2742029	.3809524	.2802254
2	1	4	"imd_2"	0	.5580205	0	0	0	0	0	.9982609	0	0
2	1	4	"imd_3"	.8008574	0	0	0	0	.9614711	0	0	0	0
2	1	4	"imd_4"	0	0	0	0	0	0	0	0	.9325397	1
2	1	4	"imd_5"	0	0	.9223698	.9067164	.9917792	0	.8725428	0	0	0
2	1	4	"obese4cat_2"	.0522214	.940273	.0955056	.1407249	.1212566	.3073555	.2054534	0	.1706349	.1457479
2	1	4	"obese4cat_3"	.0132502	0	.0265577	.0581023	.0214328	.0928196	.0640457	.044058	.0563492	.03125
2	1	4	"obese4cat_4"	.0046765	0	.0127681	.0191898	.0064592	.0367776	.027267	.0121739	.0150794	.0122951
2	1	4	"organ_transplant"	.0003897	.0051195	0	.0026652	.0005872	.0052539	.0063412	.0017391	.0047619	.0010246
2	1	4	"other_immunosuppression"	.0261107	.0375427	.0510725	.054371	.0587199	.0376532	.0564363	.0365217	.0444444	.041752
2	1	4	"other_neuro"	.0031177	.003413	.0051073	.0010661	.0023488	.002627	.0031706	.0034783	.0015873	.0035861
2	1	4	"ra_sle_psoriasis"	.0077942	.0153584	.0127681	.0133262	.0067528	.0175131	.0120482	.0104348	.0238095	.010502
2	1	4	"reduced_kidney_function_cat_2"	.0062354	.0290102	.0091931	.0255864	.0082208	.0437828	.0304375	.017971	.0285714	.0163934
2	1	4	"reduced_kidney_function_cat_3"	0	.0017065	.0015322	.0031983	.0002936	.0061296	.0069753	.0017391	.0039683	.0015369
2	1	4	"smoke_nomiss_2"	.1422447	.2593857	0	1	0	.3292469	0	.2191304	.9952381	0
2	1	4	"smoke_nomiss_3"	.1582229	.0853242	1	0	0	.117338	0	.1530435	0	.2576844
2	1	4	"spleen"	.0023383	.003413	.0030644	.0047974	.0032296	.002627	.0063412	.0069565	.0055556	.0035861
2	1	4	"stroke_dementia"	.0003897	.0017065	.0061287	.0079957	.001468	.0131349	.0126823	.0028986	.0111111	.0053791
2	0	5	"N"	.188	.0704	.0484	.1438	.02485	.0854	.1028	.03845	.15845	.13945
2	0	5	"asthmacat_2"	.0803192	.078125	.107438	.0671071	.2334004	0	.1035992	.0962289	.0615336	.0620294
2	0	5	"asthmacat_3"	.0087766	.0142045	.017562	.0076495	.0221328	0	.0131323	.0143043	.0053645	.0086052
2	0	5	"cancer_exhaem_cat_2"	.0015957	.0014205	.0020661	.0041725	0	0	.0024319	.0026008	.0015778	.0021513
2	0	5	"cancer_exhaem_cat_3"	.006383	.0085227	.0072314	.0066064	.0402415	0	.010214	.0156047	.0050489	.0068125
2	0	5	"cancer_exhaem_cat_4"	.0079787	.0028409	.0092975	.009388	.054326	0	.0121595	.0143043	.0082045	.007171
2	0	5	"cancer_haem_cat_2"	0	0	0	0	0	0	0	0	.0003156	0
2	0	5	"cancer_haem_cat_3"	.000266	.0014205	0	0	0	0	.0019455	0	0	.0014342
2	0	5	"cancer_haem_cat_4"	.0007979	.0007102	.0030992	.0006954	0	0	.0024319	.0013004	.0006311	.0010757
2	0	5	"chronic_cardiac_disease"	.006117	.0071023	.0123967	.0017385	.028169	0	.0043774	.006502	.00852	.0089638
2	0	5	"chronic_liver_disease"	.0058511	.0056818	.0082645	.0073018	.0060362	0	.0058366	.0130039	.0066267	.017569
2	0	5	"chronic_respiratory_disease"	.0042553	.0142045	.0030992	.0034771	.0120724	0	.0077821	.0052016	.0044178	.0039441
2	0	5	"diabcat_2"	.0396277	.0348011	.1105372	.023644	.0160966	0	.0398833	.0377113	.0539602	.0451775
2	0	5	"diabcat_3"	.0069149	.0078125	.0330578	.009388	.0100604	0	.010214	.0104031	.0142001	.0118322
2	0	5	"diabcat_4"	.0119681	.0099432	.0196281	.0083449	.0020121	0	.0150778	.0052016	.0208268	.0132664
2	0	5	"htdiag_or_highbp"	.1271277	.1619318	.2200413	.1112656	.416499	0	.1395914	.1417425	.1375828	.1455719
2	0	5	"imd_2"	0	0	0	.9986092	0	0	0	.9986996	0	0
2	0	5	"imd_3"	1	0	0	0	0	0	0	0	0	0
2	0	5	"imd_4"	0	.3884943	0	0	0	0	.3998055	0	.99716	0
2	0	5	"imd_5"	0	.4801136	.7530992	0	0	0	.276751	0	0	.9867336
2	0	5	"obese4cat_2"	.0962766	.0518466	.9741735	.0789291	0	0	.0520428	.1053316	.1255917	0
2	0	5	"obese4cat_3"	.0287234	.0525568	0	.0226008	.0342052	0	.0496109	.0364109	.0378668	.0709932
2	0	5	"obese4cat_4"	.0148936	.0305398	.0010331	.0066064	.0040241	0	.0364786	.0195059	.0173556	.0243815
2	0	5	"organ_transplant"	.000266	.0007102	0	.0006954	0	0	0	0	.0018933	.0014342
2	0	5	"other_immunosuppression"	.0292553	.0213068	.0464876	.0396384	.2434608	0	.0447471	.0390117	.0391291	.0344209
2	0	5	"other_neuro"	.0018617	.0049716	.0030992	.0020862	.0100604	0	.0048638	.0026008	.0034711	.0035855
2	0	5	"ra_sle_psoriasis"	.0263298	.0255682	.0340909	.0257302	.084507	0	.0311284	.0338101	.0299779	.0236644
2	0	5	"reduced_kidney_function_cat_2"	.0021277	.0049716	.0020661	.0013908	.0100604	0	.0034047	.0026008	.0031556	.0025099
2	0	5	"reduced_kidney_function_cat_3"	0	0	0	.0003477	0	0	.0014591	0	.0003156	.0007171
2	0	5	"smoke_nomiss_2"	.2031915	0	.196281	0	0	0	.9961089	.9986996	0	0
2	0	5	"smoke_nomiss_3"	.0949468	1	.1167355	.0970097	0	0	0	0	0	0
2	0	5	"spleen"	.000266	.0028409	0	.0006954	0	0	.0004864	.0052016	.0003156	.0007171
2	0	5	"stroke_dementia"	.0013298	.0056818	.0010331	.0010431	.0080483	0	.0024319	.0013004	.0031556	.0014342
2	1	5	"N"	.11475	.00255	.1755	.128	.12355	.2187	.1227	.0407	.0329	.04065
2	1	5	"asthmacat_2"	.0174292	0	.0529915	0	.0513962	.0246914	.0419723	.0749386	1	.0516605
2	1	5	"asthmacat_3"	.0008715	0	.0037037	.0066406	.0044516	.0066301	.0020375	.012285	0	.00492
2	1	5	"cancer_exhaem_cat_2"	.0004357	0	.0002849	.0003906	0	.0006859	0	0	0	.00369
2	1	5	"cancer_exhaem_cat_3"	.0013072	.0196078	.0025641	.0003906	.0024282	.001829	.0004075	.0012285	0	0
2	1	5	"cancer_exhaem_cat_4"	.0013072	0	.0019943	.003125	.0036423	.001829	.002445	.002457	.0030395	.0073801
2	1	5	"cancer_haem_cat_2"	.0004357	0	.0002849	0	.0004047	0	0	0	0	0
2	1	5	"cancer_haem_cat_3"	.0004357	0	.0005698	.0011719	0	.0006859	.000815	.0012285	0	0
2	1	5	"cancer_haem_cat_4"	.0004357	.0392157	.0008547	.0023438	.0024282	.0004572	.0004075	.0012285	.0015198	.00123
2	1	5	"chronic_cardiac_disease"	.0030501	.0588235	.0111111	.0214844	.0133549	.0128029	.0105949	.0380835	.0182371	.0344403
2	1	5	"chronic_liver_disease"	.0052288	.1764706	.0102564	.0167969	.0080939	.0114312	.0085575	.009828	.0106383	.0110701
2	1	5	"chronic_respiratory_disease"	.004793	.0392157	.0042735	.0085938	.0068798	.0027435	.00163	.0085995	.0243161	.00369
2	1	5	"diabcat_2"	.0183007	.3333333	.0373219	.04375	.0465399	.0365798	.0256724	.0884521	.056231	.0565806
2	1	5	"diabcat_3"	.0078431	.0784314	.0162393	.0210938	.0125455	.0162323	.00652	.0307125	.0258359	.0467405
2	1	5	"diabcat_4"	.0069717	0	.0122507	.0132813	.0109268	.0121171	.008965	.0405405	.0121581	.0221402
2	1	5	"htdiag_or_highbp"	0	0	.1988604	.1519531	.3197086	.1840421	0	.3218673	.1656535	.9815498
2	1	5	"imd_2"	0	0	0	0	0	0	1	0	.0744681	.6752768
2	1	5	"imd_3"	0	0	1	0	0	0	0	.0012285	.1276596	0
2	1	5	"imd_4"	.4714597	0	0	.2945313	1	0	0	.7039312	.1322188	0
2	1	5	"imd_5"	0	0	0	.5175781	0	1	0	0	.4209726	0
2	1	5	"obese4cat_2"	0	0	.1045584	.090625	0	.111797	.0647922	.9914005	.1641337	.1107011
2	1	5	"obese4cat_3"	.0095861	.2745098	.0264957	.0304688	.0461352	.0276635	.0179299	0	.0455927	.0848708
2	1	5	"obese4cat_4"	.0043573	0	.0102564	.0128906	.0137596	.0091449	.0028525	0	.0182371	.0295203
2	1	5	"organ_transplant"	0	0	.0011396	.0023438	.0024282	.0011431	0	.0012285	.0015198	.0061501
2	1	5	"other_immunosuppression"	.0100218	0	.0139601	.0265625	.0117361	.0219479	.0110024	.012285	.0182371	.0073801
2	1	5	"other_neuro"	.0013072	0	.0019943	.0035156	.0032376	.0022862	.002445	.002457	.0075988	.0073801
2	1	5	"ra_sle_psoriasis"	.0156863	0	.0219373	.025	.01983	.0187471	.0228199	.0331695	.0288754	.0541205
2	1	5	"reduced_kidney_function_cat_2"	.0013072	.0588235	.0025641	.0035156	.005261	.0038866	.000815	.0036855	.0015198	.0147601
2	1	5	"reduced_kidney_function_cat_3"	0	0	.0005698	.0023438	.0012141	.0011431	0	0	0	.00123
2	1	5	"smoke_nomiss_2"	0	0	.2324786	.9972656	.0857952	0	.2233089	.3464373	.668693	.2656827
2	1	5	"smoke_nomiss_3"	.604793	0	.2589744	0	.0878187	.4634202	.2143439	.2383292	.0227964	.2103321
2	1	5	"spleen"	.0004357	0	.0011396	.0007813	.0004047	.0009145	0	0	.006079	.00369
2	1	5	"stroke_dementia"	.0013072	.0392157	.0019943	.0046875	.0028329	.0027435	.0020375	.0012285	.0015198	.00246
3	0	1	"N"	.0594	.1434	.06865	.08865	.1097	.05705	.1169	.14205	.0913	.1229
3	0	1	"asthmacat_2"	0	0	1	.1116751	.1043756	.1367222	.0945252	.1337557	.1440307	.0504475
3	0	1	"asthmacat_3"	0	.026848	0	.037225	.0346399	.0411919	.0337896	.0179514	.0498357	.0252238
3	0	1	"cancer_exhaem_cat_2"	.0075758	.0048815	.00437	.0078962	.0054695	.0035057	.0047049	.0038719	.0065717	.0032547
3	0	1	"cancer_exhaem_cat_3"	.0193603	.0198745	.015295	.0169205	.01732	.0262927	.0226689	.0175994	.0175246	.0117982
3	0	1	"cancer_exhaem_cat_4"	0	.0516039	.0298616	.0270728	.0332726	.022787	.0393499	.0418867	.0306681	.0325468
3	0	1	"cancer_haem_cat_2"	0	.0003487	0	0	.0013674	0	.0004277	.000352	.0005476	.0012205
3	0	1	"cancer_haem_cat_3"	0	.001046	.0014567	.000564	.0004558	.0017528	.0017109	.0017599	.0005476	.0008137
3	0	1	"cancer_haem_cat_4"	0	.0031381	.0029133	.0028201	.0013674	.0026293	.002994	.0038719	.0021906	.0032547
3	0	1	"chronic_cardiac_disease"	0	.0195258	.0225783	.0654258	.0401094	.0420684	.0278015	.0133756	.0295728	.0223759
3	0	1	"chronic_liver_disease"	0	.0055788	.0050983	.0078962	.0100273	.0131464	.005988	.0017599	.0120482	.0061025
3	0	1	"chronic_respiratory_disease"	0	.0334728	.0487983	.0485054	.038742	.0534619	.0230967	.0197114	.1067908	.0219691
3	0	1	"diabcat_2"	0	.0219665	.0444283	.0778342	.0619872	.0841367	.0560308	.0232313	.0345016	.0431245
3	0	1	"diabcat_3"	0	.0132497	.01748	.0518895	.0373747	.0394391	.0337896	.0080957	.0147864	.0252238
3	0	1	"diabcat_4"	0	.0087169	.0116533	.0135364	.0123063	.0157756	.0153978	.0073918	.0115005	.0109845
3	0	1	"htdiag_or_highbp"	0	0	.1871814	.6125212	.5989061	.4943033	.997006	0	.0049288	.5223759
3	0	1	"imd_2"	0	0	0	0	0	0	.6060736	.999296	0	0
3	0	1	"imd_3"	0	.2813807	.3088128	0	0	0	0	0	.2168675	1
3	0	1	"imd_4"	0	.2409344	.1646031	0	.9977211	0	0	0	.3077766	0
3	0	1	"imd_5"	0	.1293584	.1077932	.9328821	0	.5749342	0	0	.3318729	0
3	0	1	"obese4cat_2"	0	.1220363	.1332848	0	.2128532	.9886065	.1223268	.1221401	.0449069	.1745321
3	0	1	"obese4cat_3"	0	.0474198	.0961398	.2306825	.1020966	0	.1295979	.0390708	.0580504	.0939788
3	0	1	"obese4cat_4"	0	.0212692	.0509833	.1528483	.0720146	0	.0816938	.0221753	.0208105	.0577705
3	0	1	"organ_transplant"	0	.0003487	0	.0039481	.0004558	0	.0021386	.000352	0	.0016273
3	0	1	"other_immunosuppression"	.0117845	.0111576	.0058267	.0062042	.0041021	.0087642	.0098375	.0098557	.007667	.0081367
3	0	1	"other_neuro"	.0016835	.0122036	.0123816	.0157924	.0223336	.0113935	.0085543	.0105597	.0125958	.0138324
3	0	1	"ra_sle_psoriasis"	.0496633	.0690377	.0808449	.071066	.0642662	.0736196	.0744226	.062654	.0843373	.0638731
3	0	1	"reduced_kidney_function_cat_2"	.0008418	.0198745	.0138383	.0417372	.0264357	.022787	.0230967	.0140795	.0153341	.0191212
3	0	1	"reduced_kidney_function_cat_3"	0	0	0	.0045121	.0027347	.0017528	.0021386	0	.0010953	.0016273
3	0	1	"smoke_nomiss_2"	0	.9794282	.5622724	.2825719	.230629	.2936021	.3665526	.3611404	0	.1708706
3	0	1	"smoke_nomiss_3"	0	0	0	.179357	.1267092	.2269939	.1193328	.1122844	.9841183	.1037429
3	0	1	"spleen"	0	.0013947	.002185	.000564	.0013674	.0008764	.0017109	.0017599	.0038335	.002441
3	0	1	"stroke_dementia"	0	.0104603	.0138383	.0180485	.0159526	.0131464	.0094098	.0045759	.0082147	.0101709
3	1	1	"N"	.05215	.10565	.11475	.1573	.0876	.0876	.07555	.12155	.09875	.0991
3	1	1	"asthmacat_2"	.1514861	.1150024	.1211329	.1325493	.1107306	.1324201	.1515553	.1209379	.1362025	.1468214
3	1	1	"asthmacat_3"	0	.0094652	.0130719	.011761	.0119863	.0165525	.0132363	.0143974	.0131646	.0237134
3	1	1	"cancer_exhaem_cat_2"	0	.0014198	.0039216	0	.0039954	.0057078	.0052945	.0041135	.003038	.0035318
3	1	1	"cancer_exhaem_cat_3"	.0028763	.0141978	.0087146	.006993	.0068493	.010274	.0052945	.0115179	.0111392	.0085772
3	1	1	"cancer_exhaem_cat_4"	.0019175	.0099385	.0104575	.0123967	.0131279	.0125571	.0112508	.0094611	.0162025	.024218
3	1	1	"cancer_haem_cat_2"	0	0	.0004357	0	0	.0005708	0	0	.0010127	.0005045
3	1	1	"cancer_haem_cat_3"	0	.0004733	.0004357	.0015893	.0017123	.0011416	.0013236	.0008227	.0040506	.0005045
3	1	1	"cancer_haem_cat_4"	0	.0033128	.0026144	.0057216	.0017123	.0045662	.010589	.0028795	.0025316	.0040363
3	1	1	"chronic_cardiac_disease"	.0028763	.0572646	.0413943	.0422759	.0559361	.0821918	.067505	.0904977	.0865823	.0701312
3	1	1	"chronic_liver_disease"	.0009588	.0085187	.0043573	.0038144	.0136986	.010274	.0099272	.0185109	.0126582	.0095863
3	1	1	"chronic_respiratory_disease"	.0019175	.0492191	.0305011	.0178004	.0302511	.0468037	.0350761	.0752777	.038481	.0297679
3	1	1	"diabcat_2"	.0057526	.0392806	.0348584	.0330578	.0570776	.0896119	.0397088	.0530646	.0946835	.0812311
3	1	1	"diabcat_3"	.0009588	.0298154	.0196078	.0235219	.0422374	.071347	.0297816	.0436035	.0653165	.0655903
3	1	1	"diabcat_4"	.0038351	.0104117	.0165577	.013986	.0142694	.0199772	.0092654	.0160428	.0172152	.018668
3	1	1	"htdiag_or_highbp"	0	0	0	.1900826	1	.9640411	0	.3805018	.9686076	.8284561
3	1	1	"imd_2"	0	0	0	1	.1255708	0	0	0	.2536709	.2336024
3	1	1	"imd_3"	0	0	.9995643	0	.4377854	0	0	0	.2521519	.2260343
3	1	1	"imd_4"	0	.9952674	0	0	0	.9646119	0	0	0	0
3	1	1	"imd_5"	0	0	0	0	0	0	.3951026	.8650761	.2116456	.2144299
3	1	1	"obese4cat_2"	0	.1699006	.1633987	.1290528	0	.2374429	.1780278	.0818593	0	.9909183
3	1	1	"obese4cat_3"	.0067114	.0407004	.0418301	.0492689	.1181507	.1238584	.0522833	.0810366	.1620253	0
3	1	1	"obese4cat_4"	0	.0179839	.0178649	.0200254	.0445205	.0616438	.0125745	.0353764	.0774684	0
3	1	1	"organ_transplant"	0	.0004733	.0008715	.0009536	.0022831	.0028539	.0006618	.0020568	.0035443	.0020182
3	1	1	"other_immunosuppression"	.0009588	.0146711	.0069717	.0089002	.0074201	.0085616	.0099272	.0086384	.0060759	.0055499
3	1	1	"other_neuro"	0	.0113583	.0082789	.0060394	.0079909	.0091324	.0138981	.0168655	.0060759	.0060545
3	1	1	"ra_sle_psoriasis"	.008629	.0572646	.0509804	.0460903	.0593607	.1033105	.0430179	.05471	.0617722	.0595358
3	1	1	"reduced_kidney_function_cat_2"	.0009588	.0118315	.0091503	.0095359	.015411	.0222603	.0145599	.006993	.0268354	.0247225
3	1	1	"reduced_kidney_function_cat_3"	0	.0004733	.0004357	.0003179	.0017123	.0005708	.0006618	.0012341	.003038	.0030272
3	1	1	"smoke_nomiss_2"	0	.341221	.3738562	.2917991	0	.4069635	.9933819	0	.9681013	.3930373
3	1	1	"smoke_nomiss_3"	0	.2853763	.1956427	.1211062	.3635845	.2254566	0	.6556972	0	.1115035
3	1	1	"spleen"	0	.0033128	.0030501	.0041322	.0011416	.0022831	.0066181	.0024681	.0020253	.0025227
3	1	1	"stroke_dementia"	.0028763	.0118315	.0087146	.011761	.0171233	.0199772	.0092654	.0226244	.0283544	.0201816
3	0	2	"N"	.1034004	.1004577	.1055256	.0582802	.0490436	.1374857	.0772437	.1207291	.1023377	.1454962
3	0	2	"asthmacat_2"	.0608696	.1472742	.1130906	.4698457	.1833333	.136742	.168254	.1137441	.1269968	.0674157
3	0	2	"asthmacat_3"	.0094862	.0366151	.0170411	.0140252	.0216667	.0225922	.0550265	.0196344	.0271566	.0224719
3	0	2	"cancer_exhaem_cat_2"	0	.0032547	.0030984	0	.0066667	.0029727	.0063492	.0054164	.0079872	.002809
