rf	rfcat	sex	age	risk30	risk60	risk80
"diabcat"	4	1	1	1.12e-10	5.78e-06	.0000267
"diabcat"	1	0	2	8.95e-11	4.62e-06	.0000213
"diabcat"	2	0	2	2.24e-10	.0000116	.0000535
"diabcat"	3	0	2	3.18e-10	.0000164	.0000758
"diabcat"	4	0	2	2.57e-10	.0000133	.0000613
"diabcat"	1	1	2	1.63e-10	8.41e-06	.0000388
"diabcat"	2	1	2	4.06e-10	.000021	.0000969
"diabcat"	3	1	2	5.52e-10	.0000285	.0001316
"diabcat"	4	1	2	4.78e-10	.0000247	.0001141
"diabcat"	1	0	3	2.34e-10	.0000121	.0000557
"diabcat"	2	0	3	6.07e-10	.0000313	.0001447
"diabcat"	3	0	3	8.76e-10	.0000453	.000209
"diabcat"	4	0	3	7.26e-10	.0000375	.0001732
"diabcat"	1	1	3	4.42e-10	.0000228	.0001054
"diabcat"	2	1	3	1.10e-09	.0000566	.0002612
"diabcat"	3	1	3	1.55e-09	.0000801	.0003699
"diabcat"	4	1	3	1.34e-09	.000069	.0003185
"diabcat"	1	0	4	6.03e-10	.0000311	.0001438
"diabcat"	2	0	4	1.52e-09	.0000787	.0003633
"diabcat"	3	0	4	2.40e-09	.0001238	.0005716
"diabcat"	4	0	4	1.91e-09	.0000986	.0004548
"diabcat"	1	1	4	1.19e-09	.0000612	.0002828
"diabcat"	2	1	4	2.88e-09	.0001489	.0006872
"diabcat"	3	1	4	4.31e-09	.0002225	.0010266
"diabcat"	4	1	4	3.63e-09	.0001876	.0008654
"diabcat"	1	0	5	1.53e-09	.000079	.0003647
"diabcat"	2	0	5	3.72e-09	.0001922	.000887
"diabcat"	3	0	5	6.23e-09	.0003218	.0014841
"diabcat"	4	0	5	4.79e-09	.0002471	.0011399
"diabcat"	1	1	5	3.17e-09	.0001636	.0007551
"diabcat"	2	1	5	7.27e-09	.0003751	.0017297
"diabcat"	3	1	5	1.15e-08	.0005955	.0027431
"diabcat"	4	1	5	9.55e-09	.000493	.0022699
"diabcat"	1	0	6	5.39e-09	.0002783	.001284
"diabcat"	2	0	6	1.08e-08	.0005565	.0025638
"diabcat"	3	0	6	1.76e-08	.0009091	.0041814
"diabcat"	4	0	6	1.60e-08	.0008243	.0037934
"diabcat"	1	1	6	1.06e-08	.0005487	.0025279
"diabcat"	2	1	6	2.11e-08	.0010862	.0049919
"diabcat"	3	1	6	3.27e-08	.0016833	.0077166
"diabcat"	4	1	6	3.10e-08	.001596	.0073168
"cancer_exhaem_cat"	1	0	1	2.23e-11	1.15e-06	5.31e-06
"cancer_exhaem_cat"	2	0	1	5.38e-11	2.78e-06	.0000128
"cancer_exhaem_cat"	3	0	1	3.75e-11	1.94e-06	8.95e-06
"cancer_exhaem_cat"	4	0	1	3.22e-11	1.67e-06	7.69e-06
"cancer_exhaem_cat"	1	1	1	3.90e-11	2.02e-06	9.31e-06
"cancer_exhaem_cat"	2	1	1	9.27e-11	4.79e-06	.0000221
"cancer_exhaem_cat"	3	1	1	6.64e-11	3.43e-06	.0000158
"cancer_exhaem_cat"	4	1	1	5.30e-11	2.74e-06	.0000126
"cancer_exhaem_cat"	1	0	2	9.83e-11	5.08e-06	.0000234
"cancer_exhaem_cat"	2	0	2	1.79e-10	9.24e-06	.0000427
"cancer_exhaem_cat"	3	0	2	1.29e-10	6.66e-06	.0000308
"cancer_exhaem_cat"	4	0	2	1.07e-10	5.55e-06	.0000256
"cancer_exhaem_cat"	1	1	2	1.82e-10	9.42e-06	.0000435
"cancer_exhaem_cat"	2	1	2	3.72e-10	.0000192	.0000887
"cancer_exhaem_cat"	3	1	2	2.68e-10	.0000138	.0000639
"cancer_exhaem_cat"	4	1	2	2.01e-10	.0000104	.000048
"cancer_exhaem_cat"	1	0	3	2.76e-10	.0000143	.0000659
"cancer_exhaem_cat"	2	0	3	4.99e-10	.0000258	.000119
"cancer_exhaem_cat"	3	0	3	3.48e-10	.000018	.000083
"cancer_exhaem_cat"	4	0	3	2.90e-10	.000015	.0000691
"cancer_exhaem_cat"	1	1	3	5.44e-10	.0000281	.0001297
"cancer_exhaem_cat"	2	1	3	1.07e-09	.000055	.0002541
"cancer_exhaem_cat"	3	1	3	8.30e-10	.0000429	.000198
"cancer_exhaem_cat"	4	1	3	6.62e-10	.0000342	.0001579
"cancer_exhaem_cat"	1	0	4	7.66e-10	.0000396	.0001828
"cancer_exhaem_cat"	2	0	4	1.53e-09	.0000789	.0003642
"cancer_exhaem_cat"	3	0	4	1.03e-09	.0000532	.0002458
"cancer_exhaem_cat"	4	0	4	8.07e-10	.0000417	.0001924
"cancer_exhaem_cat"	1	1	4	1.60e-09	.0000826	.0003813
"cancer_exhaem_cat"	2	1	4	3.17e-09	.0001635	.0007543
"cancer_exhaem_cat"	3	1	4	2.19e-09	.0001129	.000521
"cancer_exhaem_cat"	4	1	4	1.86e-09	.0000962	.000444
"cancer_exhaem_cat"	1	0	5	2.04e-09	.0001051	.0004852
"cancer_exhaem_cat"	2	0	5	3.96e-09	.0002045	.0009434
"cancer_exhaem_cat"	3	0	5	2.69e-09	.000139	.0006416
"cancer_exhaem_cat"	4	0	5	2.11e-09	.000109	.0005031
"cancer_exhaem_cat"	1	1	5	4.38e-09	.0002262	.0010435
"cancer_exhaem_cat"	2	1	5	7.98e-09	.0004117	.0018971
"cancer_exhaem_cat"	3	1	5	5.65e-09	.0002915	.0013437
"cancer_exhaem_cat"	4	1	5	4.85e-09	.0002503	.0011542
"cancer_exhaem_cat"	1	0	6	7.13e-09	.0003679	.001696
"cancer_exhaem_cat"	2	0	6	1.18e-08	.0006093	.0028059
"cancer_exhaem_cat"	3	0	6	8.40e-09	.0004337	.0019978
"cancer_exhaem_cat"	4	0	6	7.08e-09	.0003656	.0016855
"cancer_exhaem_cat"	1	1	6	1.45e-08	.0007494	.0034471
"cancer_exhaem_cat"	2	1	6	2.40e-08	.0012366	.0056753
"cancer_exhaem_cat"	3	1	6	1.70e-08	.0008756	.0040268
"cancer_exhaem_cat"	4	1	6	1.49e-08	.0007687	.0035361
"cancer_haem_cat"	1	0	1	2.23e-11	1.15e-06	5.32e-06
"cancer_haem_cat"	2	0	1	1.02e-10	5.27e-06	.0000243
"cancer_haem_cat"	3	0	1	8.65e-11	4.47e-06	.0000206
"cancer_haem_cat"	4	0	1	5.10e-11	2.63e-06	.0000122
"cancer_haem_cat"	1	1	1	3.90e-11	2.01e-06	9.30e-06
"cancer_haem_cat"	2	1	1	1.60e-10	8.29e-06	.0000383
"cancer_haem_cat"	3	1	1	1.64e-10	8.46e-06	.000039
"cancer_haem_cat"	4	1	1	8.62e-11	4.45e-06	.0000206
"cancer_haem_cat"	1	0	2	9.84e-11	5.09e-06	.0000235
"cancer_haem_cat"	2	0	2	4.00e-10	.0000207	.0000955
"cancer_haem_cat"	3	0	2	4.47e-10	.0000231	.0001067
"cancer_haem_cat"	4	0	2	2.05e-10	.0000106	.0000488
"cancer_haem_cat"	1	1	2	1.82e-10	9.40e-06	.0000434
"cancer_haem_cat"	2	1	2	7.81e-10	.0000403	.0001863
"cancer_haem_cat"	3	1	2	7.19e-10	.0000371	.0001714
"cancer_haem_cat"	4	1	2	3.93e-10	.0000203	.0000937
"cancer_haem_cat"	1	0	3	2.77e-10	.0000143	.000066
"cancer_haem_cat"	2	0	3	1.10e-09	.0000569	.0002629
"cancer_haem_cat"	3	0	3	1.23e-09	.0000636	.0002937
"cancer_haem_cat"	4	0	3	6.02e-10	.0000311	.0001435
"cancer_haem_cat"	1	1	3	5.44e-10	.0000281	.0001297
"cancer_haem_cat"	2	1	3	2.18e-09	.0001124	.000519
"cancer_haem_cat"	3	1	3	2.32e-09	.0001196	.0005519
"cancer_haem_cat"	4	1	3	1.22e-09	.000063	.0002907
"cancer_haem_cat"	1	0	4	7.71e-10	.0000398	.0001838
"cancer_haem_cat"	2	0	4	2.96e-09	.0001527	.0007047
"cancer_haem_cat"	3	0	4	3.08e-09	.0001588	.0007331
"cancer_haem_cat"	4	0	4	1.73e-09	.0000895	.0004132
"cancer_haem_cat"	1	1	4	1.61e-09	.000083	.0003834
"cancer_haem_cat"	2	1	4	5.98e-09	.0003087	.0014235
"cancer_haem_cat"	3	1	4	6.48e-09	.0003348	.0015433
"cancer_haem_cat"	4	1	4	3.46e-09	.0001788	.000825
"cancer_haem_cat"	1	0	5	2.04e-09	.0001052	.0004856
"cancer_haem_cat"	2	0	5	7.38e-09	.000381	.0017566
"cancer_haem_cat"	3	0	5	7.71e-09	.0003979	.0018334
"cancer_haem_cat"	4	0	5	4.25e-09	.0002195	.0010126
"cancer_haem_cat"	1	1	5	4.41e-09	.0002277	.0010501
"cancer_haem_cat"	2	1	5	1.60e-08	.0008246	.0037953
"cancer_haem_cat"	3	1	5	1.63e-08	.0008395	.0038553
"cancer_haem_cat"	4	1	5	8.80e-09	.0004545	.0020945
"cancer_haem_cat"	1	0	6	7.07e-09	.0003652	.0016834
"cancer_haem_cat"	2	0	6	2.13e-08	.0010969	.005032
"cancer_haem_cat"	3	0	6	2.12e-08	.0010923	.0050205
"cancer_haem_cat"	4	0	6	1.28e-08	.0006624	.0030466
"cancer_haem_cat"	1	1	6	1.44e-08	.0007428	.0034176
"cancer_haem_cat"	2	1	6	4.77e-08	.0024579	.0112264
"cancer_haem_cat"	3	1	6	4.87e-08	.002506	.0114191
"cancer_haem_cat"	4	1	6	2.73e-08	.0014054	.0064429
"red_kidney_cat"	1	0	1	2.22e-11	1.15e-06	5.30e-06
"red_kidney_cat"	2	0	1	8.96e-11	4.63e-06	.0000214
"red_kidney_cat"	3	0	1	3.05e-10	.0000158	.0000728
"red_kidney_cat"	1	1	1	3.88e-11	2.01e-06	9.26e-06
"red_kidney_cat"	2	1	1	1.59e-10	8.21e-06	.0000379
"red_kidney_cat"	3	1	1	4.56e-10	.0000236	.0001089
"red_kidney_cat"	1	0	2	9.73e-11	5.02e-06	.0000232
"red_kidney_cat"	2	0	2	2.62e-10	.0000136	.0000626
"red_kidney_cat"	3	0	2	1.15e-09	.0000595	.0002746
"red_kidney_cat"	1	1	2	1.80e-10	9.28e-06	.0000428
"red_kidney_cat"	2	1	2	5.41e-10	.000028	.0001291
"red_kidney_cat"	3	1	2	1.95e-09	.0001005	.0004642
"red_kidney_cat"	1	0	3	2.68e-10	.0000138	.0000638
"red_kidney_cat"	2	0	3	6.54e-10	.0000338	.000156
"red_kidney_cat"	3	0	3	3.01e-09	.0001554	.000717
"red_kidney_cat"	1	1	3	5.26e-10	.0000271	.0001254
"red_kidney_cat"	2	1	3	1.45e-09	.0000747	.000345
"red_kidney_cat"	3	1	3	5.61e-09	.0002895	.0013354
"red_kidney_cat"	1	0	4	7.02e-10	.0000363	.0001675
"red_kidney_cat"	2	0	4	1.69e-09	.0000875	.0004037
"red_kidney_cat"	3	0	4	7.35e-09	.0003792	.001748
"red_kidney_cat"	1	1	4	1.47e-09	.0000759	.0003504
"red_kidney_cat"	2	1	4	3.73e-09	.0001928	.0008894
"red_kidney_cat"	3	1	4	1.42e-08	.000731	.003364
"red_kidney_cat"	1	0	5	1.63e-09	.0000845	.0003899
"red_kidney_cat"	2	0	5	3.65e-09	.0001883	.0008689
"red_kidney_cat"	3	0	5	1.39e-08	.0007163	.0032979
"red_kidney_cat"	1	1	5	3.58e-09	.0001847	.0008525
"red_kidney_cat"	2	1	5	7.89e-09	.0004075	.0018788
"red_kidney_cat"	3	1	5	2.59e-08	.001335	.006129
"red_kidney_cat"	1	0	6	4.42e-09	.0002282	.0010529
"red_kidney_cat"	2	0	6	9.08e-09	.0004689	.0021614
"red_kidney_cat"	3	0	6	2.78e-08	.001433	.0065828
"red_kidney_cat"	1	1	6	9.22e-09	.0004762	.0021953
"red_kidney_cat"	2	1	6	1.88e-08	.0009701	.0044632
"red_kidney_cat"	3	1	6	5.31e-08	.0027328	.01249
"Smoking, comorb=0"	1	0	1	1.70e-11	8.80e-07	4.07e-06
"Smoking, comorb=1"	1	0	1	3.54e-11	1.83e-06	8.44e-06
"Smoking, comorb=0"	2	0	1	2.58e-11	1.33e-06	6.15e-06
"Smoking, comorb=1"	2	0	1	4.74e-11	2.45e-06	.0000113
"Smoking, comorb=0"	3	0	1	1.64e-11	8.48e-07	3.92e-06
"Smoking, comorb=1"	3	0	1	3.09e-11	1.59e-06	7.36e-06
"Smoking, comorb=0"	1	1	1	3.04e-11	1.57e-06	7.25e-06
"Smoking, comorb=1"	1	1	1	5.44e-11	2.81e-06	.000013
"Smoking, comorb=0"	2	1	1	5.14e-11	2.66e-06	.0000123
"Smoking, comorb=1"	2	1	1	8.20e-11	4.23e-06	.0000196
"Smoking, comorb=0"	3	1	1	3.33e-11	1.72e-06	7.95e-06
"Smoking, comorb=1"	3	1	1	5.33e-11	2.75e-06	.0000127
"Smoking, comorb=0"	1	0	2	7.52e-11	3.89e-06	.0000179
"Smoking, comorb=1"	1	0	2	1.33e-10	6.85e-06	.0000317
"Smoking, comorb=0"	2	0	2	8.81e-11	4.55e-06	.000021
"Smoking, comorb=1"	2	0	2	1.55e-10	8.01e-06	.000037
"Smoking, comorb=0"	3	0	2	6.92e-11	3.58e-06	.0000165
"Smoking, comorb=1"	3	0	2	1.21e-10	6.25e-06	.0000289
"Smoking, comorb=0"	1	1	2	1.41e-10	7.27e-06	.0000336
"Smoking, comorb=1"	1	1	2	2.27e-10	.0000117	.000054
"Smoking, comorb=0"	2	1	2	1.69e-10	8.75e-06	.0000404
"Smoking, comorb=1"	2	1	2	2.88e-10	.0000149	.0000686
"Smoking, comorb=0"	3	1	2	1.28e-10	6.59e-06	.0000304
"Smoking, comorb=1"	3	1	2	2.11e-10	.0000109	.0000503
"Smoking, comorb=0"	1	0	3	1.83e-10	9.43e-06	.0000435
"Smoking, comorb=1"	1	0	3	3.31e-10	.0000171	.0000788
"Smoking, comorb=0"	2	0	3	2.21e-10	.0000114	.0000528
"Smoking, comorb=1"	2	0	3	4.24e-10	.0000219	.0001012
"Smoking, comorb=0"	3	0	3	1.69e-10	8.75e-06	.0000404
"Smoking, comorb=1"	3	0	3	3.30e-10	.000017	.0000787
"Smoking, comorb=0"	1	1	3	3.43e-10	.0000177	.0000819
"Smoking, comorb=1"	1	1	3	5.95e-10	.0000307	.0001419
"Smoking, comorb=0"	2	1	3	4.26e-10	.000022	.0001017
"Smoking, comorb=1"	2	1	3	8.29e-10	.0000428	.0001978
"Smoking, comorb=0"	3	1	3	3.20e-10	.0000165	.0000764
"Smoking, comorb=1"	3	1	3	6.12e-10	.0000316	.0001459
"Smoking, comorb=0"	1	0	4	4.09e-10	.0000211	.0000975
"Smoking, comorb=1"	1	0	4	8.10e-10	.0000418	.0001932
"Smoking, comorb=0"	2	0	4	5.12e-10	.0000265	.0001222
"Smoking, comorb=1"	2	0	4	1.12e-09	.0000577	.0002664
"Smoking, comorb=0"	3	0	4	3.78e-10	.0000195	.0000902
"Smoking, comorb=1"	3	0	4	8.54e-10	.0000441	.0002037
"Smoking, comorb=0"	1	1	4	7.60e-10	.0000392	.0001812
"Smoking, comorb=1"	1	1	4	1.48e-09	.0000763	.0003523
"Smoking, comorb=0"	2	1	4	9.82e-10	.0000507	.0002343
"Smoking, comorb=1"	2	1	4	2.30e-09	.0001189	.0005489
"Smoking, comorb=0"	3	1	4	7.35e-10	.000038	.0001753
"Smoking, comorb=1"	3	1	4	1.69e-09	.0000872	.0004027
"Smoking, comorb=0"	1	0	5	8.59e-10	.0000444	.000205
"Smoking, comorb=1"	1	0	5	1.88e-09	.0000971	.0004483
"Smoking, comorb=0"	2	0	5	1.07e-09	.0000551	.0002543
"Smoking, comorb=1"	2	0	5	2.74e-09	.0001417	.0006541
"Smoking, comorb=0"	3	0	5	8.14e-10	.0000421	.0001942
"Smoking, comorb=1"	3	0	5	2.09e-09	.0001081	.0004989
"Smoking, comorb=0"	1	1	5	1.60e-09	.0000829	.0003827
"Smoking, comorb=1"	1	1	5	3.54e-09	.0001828	.0008433
"Smoking, comorb=0"	2	1	5	2.04e-09	.0001055	.0004873
"Smoking, comorb=1"	2	1	5	5.68e-09	.0002933	.0013523
"Smoking, comorb=0"	3	1	5	1.57e-09	.0000812	.0003748
"Smoking, comorb=1"	3	1	5	4.23e-09	.0002183	.001007
"Smoking, comorb=0"	1	0	6	2.29e-09	.0001183	.0005464
"Smoking, comorb=1"	1	0	6	6.32e-09	.0003264	.0015047
"Smoking, comorb=0"	2	0	6	2.71e-09	.0001397	.0006452
"Smoking, comorb=1"	2	0	6	8.89e-09	.0004589	.0021143
"Smoking, comorb=0"	3	0	6	1.91e-09	.0000986	.0004553
"Smoking, comorb=1"	3	0	6	5.77e-09	.0002977	.0013734
"Smoking, comorb=0"	1	1	6	4.24e-09	.000219	.001011
"Smoking, comorb=1"	1	1	6	1.15e-08	.0005928	.0027294
"Smoking, comorb=0"	2	1	6	4.93e-09	.0002544	.0011743
"Smoking, comorb=1"	2	1	6	1.72e-08	.0008892	.0040879
"Smoking, comorb=0"	3	1	6	3.79e-09	.0001957	.0009031
"Smoking, comorb=1"	3	1	6	1.15e-08	.0005954	.0027426
